latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
41.01964,28.55411,303.51,0.49,0.49,2012-01-22,0035,N,VIIRS,n,2,273.59,0.94,N,2
41.02217,28.55769,308.78,0.46,0.39,2012-01-23,0016,N,VIIRS,n,2,277.92,1.23,N,2
41.01865,28.55647,300.25,0.46,0.39,2012-01-23,0016,N,VIIRS,n,2,274.91,0.79,N,2
41.02244,28.55673,306.34,0.39,0.36,2012-01-23,2358,N,VIIRS,n,2,277.8,1.18,N,2
41.01915,28.55587,304.94,0.39,0.36,2012-01-23,2358,N,VIIRS,n,2,276.02,1.18,N,2
41.0202,28.55467,300.21,0.45,0.39,2012-01-29,2345,N,VIIRS,n,2,267.62,1.01,N,2
41.02174,28.55859,295.58,0.51,0.41,2012-02-25,2339,N,VIIRS,n,2,276.65,1.23,N,2
41.01987,28.55748,302.33,0.53,0.42,2012-02-29,0023,N,VIIRS,n,2,271.54,1.06,N,2
41.0186,28.55662,298.38,0.53,0.42,2012-02-29,0023,N,VIIRS,n,2,270.48,1.11,N,2
41.0205,28.55624,304.04,0.42,0.61,2012-03-03,2307,N,VIIRS,n,2,274.15,1.14,N,2
41.01964,28.55542,305.28,0.35,0.57,2012-03-04,0048,N,VIIRS,n,2,272.86,0.96,N,2
41.02209,28.55552,303.95,0.42,0.45,2012-03-05,0029,N,VIIRS,n,2,274.57,1.34,N,2
41.01971,28.55761,320.41,0.41,0.37,2012-03-06,0010,N,VIIRS,n,2,277.13,1.75,N,2
41.02145,28.5593,310.71,0.4,0.37,2012-03-06,2351,N,VIIRS,n,2,274.68,0.87,N,2
41.02211,28.55452,301.58,0.4,0.37,2012-03-06,2351,N,VIIRS,n,2,273.62,1.29,N,2
41.02041,28.55406,298.54,0.46,0.39,2012-03-11,0016,N,VIIRS,n,2,269.52,1.22,N,2
41.02015,28.55728,316.51,0.39,0.36,2012-03-17,0004,N,VIIRS,n,2,276.02,1.92,N,2
41.01941,28.55438,314.24,0.45,0.39,2012-03-17,2345,N,VIIRS,n,2,278.29,2.32,N,2
41.02209,28.55528,310.29,0.48,0.48,2012-03-18,2326,N,VIIRS,n,2,280.14,1.74,N,2
41.02246,28.55605,299.86,0.6,0.71,2012-03-19,0106,N,VIIRS,n,2,277.84,1.89,N,2
41.02081,28.55699,308.62,0.6,0.71,2012-03-19,0106,N,VIIRS,n,2,278.8,1.76,N,2
41.09812,28.99478,325.95,0.4,0.37,2012-03-19,1049,N,VIIRS,n,2,294.22,1.06,D,0
41.02079,28.55513,305.33,0.42,0.61,2012-03-19,2307,N,VIIRS,n,2,281.25,1.1,N,2
41.02286,28.55569,298.06,0.36,0.57,2012-03-20,0048,N,VIIRS,n,2,279.96,1.24,N,2
41.10907,28.66891,328.45,0.34,0.56,2012-03-21,1012,N,VIIRS,n,2,292.5,1.3,D,0
41.05928,28.45968,327.94,0.35,0.57,2012-03-21,1012,N,VIIRS,n,2,291.69,0.97,D,0
41.13536,28.85486,336.14,0.45,0.63,2012-03-21,1152,N,VIIRS,n,2,290.78,5.53,D,0
41.01945,28.5589,295.99,0.41,0.37,2012-03-22,0010,N,VIIRS,n,2,278.54,0.88,N,2
41.02034,28.55401,309.09,0.41,0.37,2012-03-22,0010,N,VIIRS,n,2,279.68,0.88,N,2
41.02117,28.55435,313.62,0.4,0.37,2012-03-22,2351,N,VIIRS,n,2,279.59,1.46,N,2
41.02055,28.55472,312.9,0.4,0.44,2012-03-23,2332,N,VIIRS,n,2,281.43,1.77,N,2
41.01932,28.55839,299.15,0.71,0.75,2012-03-24,0113,N,VIIRS,n,2,278.87,1.17,N,2
41.16442,28.56939,328.53,0.6,0.53,2012-03-27,1139,N,VIIRS,n,2,291.06,4.64,D,0
41.15837,28.46837,331.12,0.39,0.36,2012-03-29,1102,N,VIIRS,n,2,293.15,2.29,D,0
41.14007,28.69664,346.22,0.39,0.36,2012-03-29,1102,N,VIIRS,n,2,293.72,8.96,D,0
41.02026,28.55498,305.87,0.51,0.66,2012-03-30,2301,N,VIIRS,n,2,279.18,1.54,N,2
41.01887,28.55561,301.72,0.6,0.53,2012-03-31,0041,N,VIIRS,n,2,277.19,1.99,N,2
41.02112,28.55543,306.99,0.6,0.53,2012-03-31,0041,N,VIIRS,n,2,278.21,1.57,N,2
41.01984,28.55972,299.71,0.53,0.42,2012-04-01,0023,N,VIIRS,n,2,280.18,1.21,N,2
41.02118,28.55338,307,0.53,0.42,2012-04-01,0023,N,VIIRS,n,2,280.52,1.21,N,2
41.02096,28.55308,305.93,0.44,0.39,2012-04-02,2345,N,VIIRS,n,2,276.96,1.32,N,2
41.02031,28.55832,307.38,0.44,0.39,2012-04-02,2345,N,VIIRS,n,2,278.45,1.32,N,2
41.02071,28.55751,313.22,0.48,0.48,2012-04-03,2326,N,VIIRS,n,2,281.66,2.79,N,2
40.80163,29.37895,300.16,0.43,0.46,2012-04-03,2326,N,VIIRS,n,2,282.06,0.62,N,0
40.80698,29.46531,337.48,0.43,0.46,2012-04-03,2326,N,VIIRS,n,2,282.94,3.25,N,0
41.02078,28.55601,306.03,0.6,0.71,2012-04-04,0106,N,VIIRS,n,2,279.8,1.61,N,2
40.81002,29.46553,306.81,0.67,0.74,2012-04-04,0106,N,VIIRS,n,2,277.98,2.88,N,0
41.02052,28.55481,300.37,0.6,0.71,2012-04-04,0106,N,VIIRS,n,2,278.83,1.75,N,2
40.80863,29.465,334.51,0.4,0.37,2012-04-04,1049,N,VIIRS,n,2,299.64,1.94,D,0
41.02033,28.5562,321.01,0.42,0.37,2012-04-07,0010,N,VIIRS,n,2,286.18,2.8,N,2
41.02148,28.55751,296.76,0.43,0.62,2012-04-10,0054,N,VIIRS,n,2,272.69,0.49,N,2
41.02177,28.55879,300.68,0.46,0.39,2012-04-12,0016,N,VIIRS,n,2,279.45,2.06,N,2
41.02136,28.55576,324.29,0.39,0.36,2012-04-12,2358,N,VIIRS,n,2,285.72,2.45,N,2
41.01968,28.5545,303.81,0.39,0.36,2012-04-18,0004,N,VIIRS,n,2,278.53,0.79,N,2
41.01885,28.55792,297.34,0.48,0.48,2012-04-19,2326,N,VIIRS,n,2,281.49,0.81,N,2
41.02331,28.55854,300.21,0.48,0.48,2012-04-19,2326,N,VIIRS,n,2,282.84,0.78,N,2
41.01932,28.55226,297.34,0.48,0.48,2012-04-19,2326,N,VIIRS,n,2,280.76,0.94,N,2
41.01878,28.55416,304.99,0.6,0.71,2012-04-20,0106,N,VIIRS,n,2,280.4,1.36,N,2
41.02188,28.55806,300.94,0.36,0.57,2012-04-21,0048,N,VIIRS,n,2,278.91,1.6,N,2
41.02262,28.55716,301.64,0.42,0.37,2012-04-23,0010,N,VIIRS,n,2,285.29,1.31,N,2
41.01925,28.55608,312.77,0.42,0.37,2012-04-23,0010,N,VIIRS,n,2,284.23,1.31,N,2
40.99739,28.88795,330.52,0.57,0.69,2012-04-23,0953,N,VIIRS,n,2,294.85,3.69,D,0
40.99614,28.8926,342.56,0.51,0.49,2012-04-23,1133,N,VIIRS,n,2,307.05,32.32,D,0
40.99567,28.88645,333.83,0.51,0.49,2012-04-23,1133,N,VIIRS,n,2,302.37,16.72,D,0
41.02161,28.55316,305.14,0.4,0.37,2012-04-23,2351,N,VIIRS,n,2,281.91,1.03,N,2
41.02096,28.55792,309.55,0.4,0.37,2012-04-23,2351,N,VIIRS,n,2,283.68,1.34,N,2
41.02071,28.55389,315.41,0.4,0.44,2012-04-24,2332,N,VIIRS,n,2,287.17,1.6,N,2
41.02027,28.5586,301.01,0.4,0.44,2012-04-24,2332,N,VIIRS,n,2,286.14,0.79,N,2
41.02011,28.55636,336.04,0.39,0.36,2012-04-25,1055,N,VIIRS,n,2,306.63,3.93,D,2
41.01771,28.55508,298.4,0.35,0.57,2012-04-25,2313,N,VIIRS,n,2,280.94,0.46,N,2
40.9142,29.16197,330.94,0.32,0.55,2012-04-25,2313,N,VIIRS,n,2,286.47,2.52,N,0
41.023,28.55562,312.26,0.35,0.57,2012-04-25,2313,N,VIIRS,n,2,283.79,1.19,N,2
41.02263,28.55389,297.46,0.43,0.62,2012-04-26,0054,N,VIIRS,n,2,283.17,1.5,N,2
41.02119,28.55891,304.01,0.43,0.62,2012-04-26,0054,N,VIIRS,n,2,284.68,1.41,N,2
41.02257,28.55663,303.01,0.62,0.71,2012-04-26,2254,N,VIIRS,n,2,281.62,1.48,N,2
40.80043,29.3792,297.95,0.56,0.69,2012-04-26,2254,N,VIIRS,n,2,283.71,0.66,N,0
41.02082,28.55443,295.96,0.46,0.39,2012-04-28,0016,N,VIIRS,n,2,283.44,0.62,N,2
41.01925,28.55964,299.86,0.51,0.41,2012-04-29,2339,N,VIIRS,n,2,284.57,1.42,N,2
41.01989,28.55363,310.91,0.51,0.41,2012-04-29,2339,N,VIIRS,n,2,284.96,1.42,N,2
41.02216,28.55645,331.96,0.39,0.36,2012-04-30,1101,N,VIIRS,n,2,301.71,3.54,D,2
41.02056,28.55272,307.65,0.58,0.52,2012-04-30,2320,N,VIIRS,n,2,285.39,1.92,N,2
41.01952,28.55397,310.85,0.51,0.66,2012-05-01,0100,N,VIIRS,n,2,285.39,1.85,N,2
41.02116,28.55382,305.08,0.51,0.66,2012-05-01,2301,N,VIIRS,n,2,285.2,0.98,N,2
41.02099,28.55986,295.75,0.51,0.66,2012-05-01,2301,N,VIIRS,n,2,284.42,0.98,N,2
41.01846,28.55412,304.83,0.6,0.53,2012-05-02,0041,N,VIIRS,n,2,284.65,2.42,N,2
41.02055,28.55827,310.76,0.53,0.42,2012-05-03,0022,N,VIIRS,n,2,282.79,2.11,N,2
41.02008,28.55734,328.37,0.36,0.57,2012-05-03,1146,N,VIIRS,l,2,300.55,4.48,D,2
41.01893,28.55658,330.3,0.41,0.45,2012-05-04,1127,N,VIIRS,n,2,298.9,3.85,D,2
41.02091,28.55378,309.93,0.45,0.39,2012-05-04,2345,N,VIIRS,n,2,286.19,1.23,N,2
41.02026,28.55902,307.58,0.45,0.39,2012-05-04,2345,N,VIIRS,n,2,286.81,1.23,N,2
41.02029,28.55497,332.25,0.41,0.37,2012-05-05,1108,N,VIIRS,l,2,304.75,3.57,D,2
41.02257,28.55464,312.33,0.48,0.48,2012-05-05,2326,N,VIIRS,n,2,287.7,3,N,2
41.01847,28.55911,296.66,0.6,0.71,2012-05-06,0106,N,VIIRS,n,2,280.5,1.06,N,2
41.02077,28.55401,311.28,0.42,0.61,2012-05-06,2307,N,VIIRS,n,2,287.52,2.06,N,2
41.02058,28.55899,298.25,0.42,0.61,2012-05-06,2307,N,VIIRS,n,2,286.6,1.21,N,2
41.02056,28.55423,313.92,0.42,0.61,2012-05-06,2307,N,VIIRS,n,2,288.01,1.89,N,2
41.02091,28.5578,312.8,0.36,0.57,2012-05-07,0047,N,VIIRS,n,2,288.55,1.32,N,2
41.08398,28.79201,330.21,0.4,0.44,2012-05-07,1030,N,VIIRS,l,2,301.23,3.87,D,0
41.08295,28.78732,337.57,0.4,0.44,2012-05-07,1030,N,VIIRS,n,2,300.91,2.05,D,0
41.02295,28.55875,299.05,0.75,0.77,2012-05-07,2248,N,VIIRS,n,2,284.45,2.25,N,2
41.02419,28.55762,297.2,0.75,0.77,2012-05-07,2248,N,VIIRS,n,2,284.39,1.43,N,2
41.02183,28.55501,310.48,0.42,0.45,2012-05-08,0029,N,VIIRS,n,2,281.98,1.79,N,2
41.02135,28.55418,300.03,0.35,0.57,2012-05-11,2313,N,VIIRS,n,2,285.32,1.02,N,2
41.02047,28.5572,313.72,0.42,0.61,2012-05-12,0054,N,VIIRS,n,2,285.79,1.77,N,2
40.8019,29.37437,297.82,0.38,0.36,2012-05-14,2357,N,VIIRS,n,2,287.3,0.75,N,2
41.02162,28.55531,317.6,0.39,0.36,2012-05-14,2357,N,VIIRS,n,2,283.3,1.61,N,2
41.01913,28.55707,299.47,0.58,0.52,2012-05-16,2319,N,VIIRS,n,2,284.39,1.44,N,2
41.01977,28.5547,296.05,0.51,0.66,2012-05-17,2300,N,VIIRS,n,2,284.47,1.17,N,2
41.0194,28.55252,298.77,0.53,0.42,2012-05-19,0022,N,VIIRS,n,2,282.93,0.62,N,2
41.02315,28.55393,296.46,0.53,0.42,2012-05-19,0022,N,VIIRS,n,2,283.46,0.62,N,2
41.02181,28.55502,328.94,0.41,0.37,2012-05-21,1107,N,VIIRS,l,2,301.63,3.07,D,2
41.02289,28.55252,297.44,0.48,0.48,2012-05-21,2326,N,VIIRS,n,2,285.9,1.77,N,2
41.02243,28.55823,313.69,0.48,0.48,2012-05-21,2326,N,VIIRS,n,2,288.72,2.21,N,2
41.02384,28.55567,296.75,0.6,0.7,2012-05-22,0106,N,VIIRS,n,2,285.37,1.58,N,2
41.02318,28.55455,313.6,0.43,0.62,2012-05-22,2307,N,VIIRS,n,2,288.82,1.85,N,2
40.81089,29.5447,295.93,0.4,0.6,2012-05-23,0047,N,VIIRS,n,2,284.91,0.66,N,0
41.01956,28.55475,318.8,0.35,0.57,2012-05-23,0047,N,VIIRS,n,2,287.63,1.48,N,2
41.02299,28.55785,327.35,0.41,0.45,2012-05-23,1030,N,VIIRS,l,2,300.54,5.95,D,2
41.02257,28.55626,302.42,0.75,0.77,2012-05-23,2248,N,VIIRS,n,2,284.61,1.77,N,2
41.02361,28.55494,300.34,0.75,0.77,2012-05-23,2248,N,VIIRS,n,2,284.55,1.89,N,2
41.02192,28.55819,317.44,0.42,0.45,2012-05-24,0028,N,VIIRS,n,2,288.63,1.43,N,2
41.07279,28.43864,297.06,0.41,0.45,2012-05-24,0028,N,VIIRS,n,2,283.54,0.31,N,0
41.02075,28.55529,325.73,0.41,0.37,2012-05-25,0010,N,VIIRS,n,2,288.06,2.15,N,2
41.01917,28.55737,330.45,0.45,0.39,2012-05-26,1114,N,VIIRS,n,2,300.22,4.28,D,2
41.11942,28.7791,302.36,0.39,0.44,2012-05-26,2332,N,VIIRS,n,2,283.42,0.9,N,0
40.80035,29.37825,296.93,0.55,0.43,2012-05-26,2332,N,VIIRS,n,2,285.45,0.74,N,2
41.02178,28.55511,319.35,0.4,0.44,2012-05-26,2332,N,VIIRS,n,2,286.71,2.47,N,2
40.80104,29.37167,295.64,0.55,0.43,2012-05-26,2332,N,VIIRS,n,2,284.21,0.74,N,2
41.02054,28.55663,306.07,0.71,0.75,2012-05-27,0112,N,VIIRS,n,2,281.24,2.13,N,2
41.0211,28.55409,299.83,0.71,0.75,2012-05-27,0112,N,VIIRS,n,2,281.05,2.97,N,2
41.02282,28.55311,296.94,0.62,0.72,2012-05-28,2254,N,VIIRS,n,2,283.33,1.05,N,2
41.02098,28.56004,298.37,0.5,0.49,2012-05-29,0035,N,VIIRS,n,2,285.43,1.02,N,2
41.02237,28.55422,301.73,0.49,0.49,2012-05-29,0035,N,VIIRS,n,2,285.33,1.24,N,2
41.02173,28.55803,313.12,0.51,0.41,2012-05-31,2338,N,VIIRS,n,2,286.89,2.21,N,2
41.01936,28.55783,335.28,0.39,0.36,2012-06-01,1101,N,VIIRS,l,2,305.44,3.94,D,2
41.02081,28.5587,303.46,0.58,0.52,2012-06-01,2319,N,VIIRS,n,2,281.7,1.41,N,2
41.02127,28.55181,295.64,0.58,0.52,2012-06-01,2319,N,VIIRS,n,2,280.31,1.15,N,2
41.02097,28.55591,308.42,0.5,0.66,2012-06-02,0059,N,VIIRS,n,2,285.89,1.44,N,2
40.81227,29.4989,334.04,0.43,0.38,2012-06-02,1042,N,VIIRS,l,2,306.33,5.04,D,0
41.01913,28.55868,303.59,0.52,0.67,2012-06-02,2300,N,VIIRS,n,2,288.24,1.79,N,2
41.0179,28.55885,300.17,0.59,0.53,2012-06-03,0041,N,VIIRS,n,2,288.67,1.61,N,0
41.02253,28.55463,307.42,0.59,0.53,2012-06-03,0041,N,VIIRS,n,2,289.45,2.59,N,2
41.02134,28.55269,307.73,0.53,0.42,2012-06-04,0022,N,VIIRS,n,2,289.93,1.51,N,2
41.02001,28.55896,308.25,0.53,0.42,2012-06-04,0022,N,VIIRS,n,2,290.43,1.62,N,2
41.01995,28.55531,329.9,0.36,0.57,2012-06-04,1145,N,VIIRS,n,2,299.11,2.22,D,2
41.02029,28.55875,305.5,0.39,0.36,2012-06-05,0003,N,VIIRS,n,2,291.03,1.11,N,2
41.02105,28.55418,315.47,0.39,0.36,2012-06-05,0003,N,VIIRS,n,2,291.46,1.11,N,2
41.02167,28.55369,314.91,0.45,0.39,2012-06-05,2344,N,VIIRS,n,2,291.5,1.2,N,2
41.02181,28.55599,313.08,0.49,0.48,2012-06-06,2325,N,VIIRS,n,2,289.09,2.24,N,2
41.02169,28.55873,297.28,0.43,0.62,2012-06-07,2306,N,VIIRS,n,2,285.67,1.08,N,2
41.02206,28.55456,309.58,0.43,0.62,2012-06-07,2306,N,VIIRS,n,2,287.26,1.44,N,2
41.0219,28.55364,305.37,0.43,0.62,2012-06-07,2306,N,VIIRS,n,2,286.55,1.18,N,2
40.80182,29.37572,299.1,0.39,0.59,2012-06-07,2306,N,VIIRS,n,2,287.99,0.65,N,2
41.01867,28.55746,304.02,0.35,0.57,2012-06-08,0047,N,VIIRS,n,2,285.77,0.91,N,2
41.01979,28.55328,306.7,0.35,0.57,2012-06-08,0047,N,VIIRS,n,2,285.77,1.3,N,2
41.02154,28.55544,315.38,0.41,0.45,2012-06-09,0028,N,VIIRS,n,2,290.61,1.81,N,2
41.02046,28.556,332.97,0.35,0.57,2012-06-09,1011,N,VIIRS,n,2,304.44,3.92,D,2
41.02092,28.55429,303.2,0.41,0.37,2012-06-10,0009,N,VIIRS,n,2,290.57,1.17,N,2
41.02053,28.55644,320.22,0.41,0.37,2012-06-10,2350,N,VIIRS,n,2,293.29,1.95,N,2
41.01958,28.55718,313.3,0.41,0.45,2012-06-11,2332,N,VIIRS,n,2,293.83,1.1,N,2
41.02372,28.55785,304.07,0.41,0.45,2012-06-11,2332,N,VIIRS,n,2,293.57,1.1,N,2
41.02003,28.55239,304.99,0.41,0.45,2012-06-11,2332,N,VIIRS,n,2,292.82,1.65,N,2
41.02197,28.55593,327.9,0.41,0.45,2012-06-11,2332,N,VIIRS,n,2,296.37,2.55,N,2
41.01788,28.55486,305.53,0.7,0.75,2012-06-12,0112,N,VIIRS,n,2,290.95,1.63,N,2
41.02053,28.55569,323.19,0.35,0.57,2012-06-12,2313,N,VIIRS,n,2,295.15,1.82,N,2
40.80048,29.37729,312.27,0.32,0.55,2012-06-12,2313,N,VIIRS,n,2,296.82,0.81,N,2
41.02082,28.5602,304.68,0.42,0.61,2012-06-13,0053,N,VIIRS,n,2,292.78,1.31,N,2
41.02223,28.55526,306.24,0.42,0.61,2012-06-13,0053,N,VIIRS,n,2,291.89,1.58,N,2
41.0201,28.55665,338.06,0.53,0.42,2012-06-13,1036,N,VIIRS,l,2,312.17,5.86,D,2
41.01965,28.55336,317.72,0.49,0.49,2012-06-14,0034,N,VIIRS,n,2,294.17,1.71,N,2
41.01921,28.55617,316.98,0.46,0.39,2012-06-15,0015,N,VIIRS,n,2,293.74,1.85,N,2
41.02274,28.55739,304.72,0.46,0.39,2012-06-15,0015,N,VIIRS,n,2,293.18,0.92,N,2
41.01937,28.55626,323.47,0.39,0.36,2012-06-15,2357,N,VIIRS,n,2,294.24,1.98,N,2
40.8013,29.37333,305.59,0.38,0.36,2012-06-15,2357,N,VIIRS,n,2,294.49,1.04,N,0
41.02267,28.55713,307.89,0.39,0.36,2012-06-15,2357,N,VIIRS,n,2,293.3,0.74,N,2
41.07491,28.41723,346.8,0.51,0.41,2012-06-16,1120,N,VIIRS,n,2,307.5,9.03,D,0
41.01926,28.55668,318.06,0.52,0.41,2012-06-16,2338,N,VIIRS,n,2,293.24,1.85,N,2
41.02308,28.55738,304.02,0.52,0.41,2012-06-16,2338,N,VIIRS,n,2,292.65,1.02,N,2
41.01867,28.55418,306.82,0.59,0.53,2012-06-17,2319,N,VIIRS,n,2,291.66,1.32,N,2
41.02357,28.5548,306.33,0.59,0.53,2012-06-17,2319,N,VIIRS,n,2,292.4,1.32,N,2
41.02174,28.55352,315.99,0.59,0.53,2012-06-17,2319,N,VIIRS,n,2,292.77,3.15,N,2
41.01661,28.5562,301.15,0.5,0.66,2012-06-18,0059,N,VIIRS,n,2,290.68,1.06,N,2
41.02157,28.55951,303.92,0.5,0.66,2012-06-18,0059,N,VIIRS,n,2,291.36,1.71,N,2
40.81174,29.49593,338.99,0.43,0.38,2012-06-18,1042,N,VIIRS,l,2,310.89,3.81,D,0
41.02112,28.55488,336.27,0.46,0.39,2012-06-18,1042,N,VIIRS,l,2,308.08,4.89,D,2
41.02239,28.5552,311.01,0.52,0.67,2012-06-18,2300,N,VIIRS,n,2,293,1.67,N,2
41.01906,28.55626,305.38,0.52,0.67,2012-06-18,2300,N,VIIRS,n,2,292.47,1.23,N,2
41.0196,28.55551,309.63,0.59,0.53,2012-06-19,0040,N,VIIRS,n,2,292.77,1.71,N,2
41.02225,28.55336,310.82,0.53,0.42,2012-06-20,0022,N,VIIRS,n,2,293.77,2.4,N,2
41.02293,28.55679,303.74,0.39,0.36,2012-06-21,0003,N,VIIRS,n,2,292.8,1.31,N,2
41.01963,28.55584,321.85,0.39,0.36,2012-06-21,0003,N,VIIRS,n,2,294.49,1.31,N,2
41.12454,28.45703,335.39,0.4,0.44,2012-06-21,1126,N,VIIRS,n,2,307.88,2.84,D,0
41.02199,28.55379,313.81,0.49,0.48,2012-06-22,2325,N,VIIRS,n,2,293.63,1.69,N,2
41.02153,28.55958,303.29,0.49,0.48,2012-06-22,2325,N,VIIRS,n,2,292.9,1.18,N,2
41.03654,28.70983,301.91,0.48,0.48,2012-06-22,2325,N,VIIRS,n,2,291.62,0.68,N,0
41.02146,28.55572,310.12,0.59,0.7,2012-06-23,0105,N,VIIRS,n,2,291.18,1.57,N,2
40.81236,29.4975,336.98,0.4,0.37,2012-06-23,1048,N,VIIRS,l,2,311.62,5.88,D,0
41.0216,28.55597,313.05,0.43,0.62,2012-06-23,2306,N,VIIRS,n,2,292.65,1.7,N,2
41.02233,28.55632,314.27,0.43,0.62,2012-06-23,2306,N,VIIRS,n,2,292.61,1.45,N,2
41.02822,28.90851,308.7,0.36,0.58,2012-06-24,0046,N,VIIRS,n,2,291.17,0.34,N,0
41.02182,28.55818,310.24,0.35,0.57,2012-06-24,0046,N,VIIRS,n,2,292.14,1,N,2
40.98072,28.689,302.27,0.36,0.57,2012-06-24,0046,N,VIIRS,n,2,291.39,0.36,N,0
41.02293,28.55404,302.43,0.35,0.57,2012-06-24,0046,N,VIIRS,n,2,291.28,1.01,N,2
41.0226,28.55415,308.14,0.41,0.45,2012-06-25,0028,N,VIIRS,n,2,292.46,2.04,N,2
41.0217,28.55689,319.79,0.41,0.37,2012-06-26,0009,N,VIIRS,n,2,295.46,2.05,N,2
40.87031,29.36554,341.5,0.53,0.5,2012-06-26,1132,N,VIIRS,n,2,302.41,2.85,D,0
41.01909,28.55638,317.42,0.41,0.45,2012-06-27,2331,N,VIIRS,n,2,290.68,1.24,N,2
41.02082,28.55464,321.17,0.41,0.45,2012-06-27,2331,N,VIIRS,n,2,291.59,2.87,N,2
41.02245,28.55697,308.44,0.7,0.75,2012-06-28,0111,N,VIIRS,n,2,286.28,2.25,N,2
41.01929,28.55532,333.16,0.39,0.36,2012-06-28,1054,N,VIIRS,l,2,305.71,1.82,D,2
41.0198,28.55412,312.81,0.36,0.57,2012-06-28,2312,N,VIIRS,n,2,289.88,1.55,N,2
41.01956,28.55832,304.92,0.36,0.57,2012-06-28,2312,N,VIIRS,n,2,289.17,1.18,N,2
41.02225,28.55525,318.77,0.36,0.57,2012-06-28,2312,N,VIIRS,n,2,291.89,1.93,N,2
41.02274,28.55552,311.77,0.42,0.61,2012-06-29,0053,N,VIIRS,n,2,288.88,1.84,N,2
41.01959,28.55793,336.3,0.53,0.42,2012-06-29,1035,N,VIIRS,n,2,307.99,4.24,D,2
41.02156,28.55357,305.61,0.63,0.72,2012-06-29,2253,N,VIIRS,n,2,289.04,2.21,N,2
41.02028,28.55723,305.76,0.63,0.72,2012-06-29,2253,N,VIIRS,n,2,289.22,1.86,N,2
41.02069,28.55409,317.96,0.49,0.48,2012-06-30,0034,N,VIIRS,n,2,291.14,2.09,N,2
41.01823,28.55357,300.9,0.49,0.48,2012-06-30,0034,N,VIIRS,n,2,289.26,1.39,N,2
41.02253,28.55543,311.38,0.49,0.48,2012-06-30,0034,N,VIIRS,n,2,291.25,1.39,N,2
41.02172,28.5551,323.83,0.39,0.36,2012-07-01,2356,N,VIIRS,n,2,294.08,2.87,N,2
41.03702,28.61027,342.31,0.52,0.41,2012-07-02,1119,N,VIIRS,n,2,305.68,7.92,D,0
41.04085,28.60965,338.1,0.52,0.41,2012-07-02,1119,N,VIIRS,n,2,305.31,7.92,D,0
41.01965,28.55752,334.81,0.51,0.41,2012-07-02,1119,N,VIIRS,n,2,308.46,4.23,D,2
41.03853,28.60814,332.56,0.52,0.41,2012-07-02,1119,N,VIIRS,n,2,304.32,6.3,D,0
41.03914,28.61405,334.46,0.52,0.41,2012-07-02,1119,N,VIIRS,n,2,304.71,8.76,D,0
41.0214,28.5552,335.1,0.51,0.41,2012-07-02,1119,N,VIIRS,n,2,307.33,4.27,D,2
41.01361,28.7671,336.19,0.39,0.36,2012-07-03,1100,N,VIIRS,l,2,306.54,3.15,D,0
41.02251,28.55956,302.56,0.59,0.53,2012-07-03,2319,N,VIIRS,n,2,290.32,1.46,N,2
40.81034,29.49618,333.43,0.43,0.38,2012-07-04,1042,N,VIIRS,l,2,306.32,3.62,D,0
41.08147,28.97769,334.84,0.45,0.39,2012-07-04,1042,N,VIIRS,l,2,305.24,1.09,D,0
40.83642,29.31804,332.46,0.44,0.38,2012-07-04,1042,N,VIIRS,l,2,306.74,2.2,D,0
41.02211,28.5549,308.05,0.52,0.67,2012-07-04,2300,N,VIIRS,n,2,290.33,1.42,N,2
41.01931,28.55422,306.75,0.52,0.67,2012-07-04,2300,N,VIIRS,n,2,290.05,1.33,N,2
41.02213,28.55404,311.75,0.58,0.52,2012-07-05,0040,N,VIIRS,n,2,291.57,1.66,N,2
41.02177,28.55455,331.48,0.5,0.49,2012-07-05,1023,N,VIIRS,n,2,300.74,4.12,D,2
41.01938,28.55498,331.09,0.49,0.49,2012-07-05,1023,N,VIIRS,n,2,300.57,5.49,D,2
41.02261,28.55751,305.95,0.53,0.42,2012-07-06,0021,N,VIIRS,n,2,292.24,1.32,N,2
41.01887,28.55612,309.78,0.53,0.42,2012-07-06,0021,N,VIIRS,n,2,292.02,1.32,N,2
41.02261,28.55332,303.13,0.39,0.36,2012-07-07,0003,N,VIIRS,n,2,292.67,1.16,N,2
41.02185,28.55789,318.68,0.39,0.36,2012-07-07,0003,N,VIIRS,n,2,294.16,1.16,N,2
41.18908,28.45485,340.64,0.4,0.44,2012-07-07,1126,N,VIIRS,n,2,303.79,3.47,D,0
41.01895,28.55739,334.68,0.4,0.45,2012-07-07,1126,N,VIIRS,l,2,306.17,4.67,D,2
41.02225,28.55469,318.99,0.45,0.39,2012-07-07,2344,N,VIIRS,n,2,293.32,2.72,N,2
41.02162,28.55837,316.06,0.49,0.48,2012-07-08,2325,N,VIIRS,n,2,291.95,1.57,N,2
41.0221,28.5526,303.7,0.49,0.48,2012-07-08,2325,N,VIIRS,n,2,290.85,1.57,N,2
41.01897,28.55282,305.61,0.49,0.48,2012-07-08,2325,N,VIIRS,n,2,290.78,2.2,N,2
41.02303,28.55921,306.46,0.49,0.48,2012-07-08,2325,N,VIIRS,n,2,291.04,1.69,N,2
41.02048,28.55506,307.56,0.59,0.7,2012-07-09,0105,N,VIIRS,n,2,288.26,1.47,N,2
