latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
41.02199,28.55913,304.47,0.41,0.45,2014-07-01,0037,N,VIIRS,n,2,292.08,0.79,N,2
41.01908,28.5526,305.81,0.41,0.45,2014-07-01,0037,N,VIIRS,n,2,291.39,0.96,N,2
41.02101,28.55673,328.94,0.41,0.37,2014-07-02,0018,N,VIIRS,n,2,293.42,2.81,N,2
41.02152,28.55477,332.97,0.49,0.49,2014-07-02,1141,N,VIIRS,l,2,303.32,4.8,D,2
41.02034,28.55293,309.81,0.41,0.37,2014-07-02,2359,N,VIIRS,n,2,291.72,1.04,N,2
41.01967,28.55771,312.69,0.41,0.37,2014-07-02,2359,N,VIIRS,n,2,292.34,1.63,N,2
41.15205,28.61249,332.06,0.46,0.39,2014-07-03,1122,N,VIIRS,l,2,304.87,0.93,D,0
41.0206,28.55715,320.41,0.4,0.45,2014-07-03,2340,N,VIIRS,n,2,289.51,1.91,N,2
41.01789,28.55533,302.98,0.35,0.57,2014-07-04,2321,N,VIIRS,n,2,287.34,0.67,N,2
41.02321,28.55589,311.16,0.35,0.57,2014-07-04,2321,N,VIIRS,n,2,288.43,0.67,N,2
41.01963,28.55272,310.31,0.42,0.61,2014-07-05,0102,N,VIIRS,n,2,286.99,2.49,N,2
41.02123,28.55368,303.31,0.63,0.72,2014-07-05,2302,N,VIIRS,n,2,289.44,2.09,N,2
41.01822,28.55204,301.35,0.49,0.49,2014-07-06,0043,N,VIIRS,n,2,289.13,1.14,N,2
41.02252,28.55395,311.87,0.49,0.49,2014-07-06,0043,N,VIIRS,n,2,290.39,1.14,N,2
41.02017,28.55766,318.9,0.46,0.39,2014-07-07,0024,N,VIIRS,n,2,292.69,2.44,N,2
41.02245,28.71992,300.93,0.47,0.39,2014-07-07,0024,N,VIIRS,n,2,288.2,0.27,N,0
41.0205,28.55515,330.54,0.39,0.36,2014-07-08,0005,N,VIIRS,n,2,294.67,2.43,N,2
41.02005,28.55348,333.21,0.52,0.42,2014-07-08,1128,N,VIIRS,l,2,306.38,5.1,D,2
41.01983,28.55956,304.15,0.51,0.41,2014-07-08,2347,N,VIIRS,n,2,291.51,1.7,N,2
41.02048,28.5535,316.53,0.52,0.41,2014-07-08,2347,N,VIIRS,n,2,292.27,1.7,N,2
41.02218,28.55337,308.8,0.51,0.41,2014-07-08,2347,N,VIIRS,n,2,291.56,1.39,N,2
41.02149,28.55945,310.31,0.51,0.41,2014-07-08,2347,N,VIIRS,n,2,292.63,1.17,N,2
41.01836,28.55266,303.33,0.51,0.41,2014-07-08,2347,N,VIIRS,n,2,290.9,0.7,N,2
41.0598,28.74185,334.05,0.39,0.36,2014-07-09,1110,N,VIIRS,n,2,302.83,2.12,D,0
41.02087,28.55322,313.89,0.59,0.52,2014-07-09,2328,N,VIIRS,n,2,292.54,3.07,N,2
41.02055,28.55421,310.61,0.5,0.66,2014-07-10,0108,N,VIIRS,n,2,291.12,1.74,N,2
40.98246,28.69121,332.26,0.45,0.39,2014-07-10,1051,N,VIIRS,l,2,306.57,1.82,D,0
41.02012,28.55546,339.02,0.45,0.39,2014-07-10,1051,N,VIIRS,n,2,308.13,5.27,D,2
41.02067,28.55867,303.61,0.52,0.67,2014-07-10,2309,N,VIIRS,n,2,292.29,0.97,N,2
41.02375,28.55345,304.46,0.52,0.67,2014-07-10,2309,N,VIIRS,n,2,292.31,1.27,N,2
41.02085,28.55259,302.66,0.52,0.67,2014-07-10,2309,N,VIIRS,n,2,292.02,0.97,N,2
41.01921,28.5568,316.68,0.59,0.53,2014-07-11,0049,N,VIIRS,n,2,292.71,3.19,N,2
41.02195,28.55451,330.05,0.64,0.72,2014-07-11,1213,N,VIIRS,n,2,301.79,5.16,D,2
40.98085,28.69276,310.42,0.54,0.42,2014-07-12,0031,N,VIIRS,n,2,291.23,1.12,N,0
41.01971,28.5539,315.65,0.53,0.42,2014-07-12,0031,N,VIIRS,n,2,291.3,4.87,N,2
41.02197,28.55426,314.3,0.53,0.42,2014-07-12,0031,N,VIIRS,n,2,291.19,3.51,N,2
41.02208,28.55573,331.65,0.41,0.61,2014-07-12,1013,N,VIIRS,n,2,299.74,4.15,D,2
41.01873,28.55602,332.03,0.41,0.61,2014-07-12,1013,N,VIIRS,n,2,299.91,3.57,D,2
41.01849,28.5573,331.18,0.36,0.58,2014-07-12,1154,N,VIIRS,n,2,299.97,4.29,D,2
41.02126,28.55618,340.01,0.36,0.58,2014-07-12,1154,N,VIIRS,n,2,300.2,5.51,D,2
40.98388,28.69251,307.25,0.39,0.36,2014-07-13,0012,N,VIIRS,n,2,289.79,1.05,N,0
40.98059,28.69155,308.88,0.39,0.36,2014-07-13,0012,N,VIIRS,n,2,288.86,1.05,N,0
41.02015,28.55916,305.6,0.39,0.36,2014-07-13,0012,N,VIIRS,n,2,290.59,1.6,N,2
41.02091,28.55458,321.24,0.39,0.36,2014-07-13,0012,N,VIIRS,n,2,291.8,1.6,N,2
41.01907,28.55421,336.38,0.41,0.45,2014-07-13,1135,N,VIIRS,n,2,304.3,5.61,D,2
41.02101,28.55622,329.27,0.45,0.39,2014-07-13,2353,N,VIIRS,n,2,294.25,3.49,N,2
40.98258,28.68958,312.09,0.44,0.39,2014-07-13,2353,N,VIIRS,n,2,291.3,1.09,N,0
41.02125,28.55767,340.15,0.41,0.37,2014-07-14,1116,N,VIIRS,l,2,310.26,4.77,D,2
41.11393,28.75275,339.01,0.41,0.37,2014-07-14,1116,N,VIIRS,n,2,309.01,2.7,D,0
40.98273,28.6878,305.94,0.48,0.48,2014-07-14,2334,N,VIIRS,n,2,291.76,1.17,N,0
41.01847,28.55233,302.16,0.48,0.48,2014-07-14,2334,N,VIIRS,n,2,291.31,1,N,2
41.02249,28.55868,310.9,0.48,0.48,2014-07-14,2334,N,VIIRS,n,2,292.86,2.04,N,2
41.02296,28.55294,301.3,0.48,0.48,2014-07-14,2334,N,VIIRS,n,2,291.01,1,N,2
41.02026,28.55621,314.99,0.59,0.7,2014-07-15,0114,N,VIIRS,n,2,290.23,2.44,N,2
41.02004,28.55804,334.18,0.41,0.37,2014-07-15,1057,N,VIIRS,n,2,303.07,3.48,D,2
40.98307,28.69025,331.45,0.41,0.37,2014-07-15,1057,N,VIIRS,l,2,303.86,0.9,D,0
40.98228,28.69095,301.57,0.42,0.61,2014-07-15,2315,N,VIIRS,n,2,287.84,1.62,N,0
40.98162,28.69224,304.72,0.36,0.57,2014-07-16,0056,N,VIIRS,n,2,288.15,1.03,N,0
40.98104,28.68942,309.67,0.42,0.45,2014-07-17,0037,N,VIIRS,n,2,288.07,1.04,N,0
41.01964,28.55694,318.94,0.41,0.45,2014-07-17,0037,N,VIIRS,n,2,289.41,1.53,N,2
41.06257,28.69953,332.15,0.45,0.63,2014-07-17,1200,N,VIIRS,n,2,294,1.46,D,0
41.02369,28.55388,351.66,0.44,0.62,2014-07-17,1200,N,VIIRS,n,2,294.59,8.2,D,2
41.02077,28.55964,303.13,0.41,0.37,2014-07-18,0018,N,VIIRS,n,2,290.54,0.81,N,2
40.98243,28.69133,313.66,0.42,0.37,2014-07-18,0018,N,VIIRS,n,2,290.36,1.06,N,0
41.02166,28.55477,319.66,0.41,0.37,2014-07-18,0018,N,VIIRS,n,2,291.75,2.22,N,2
41.02073,28.55754,336.09,0.5,0.49,2014-07-18,1141,N,VIIRS,n,2,300.24,4.73,D,2
40.98253,28.69028,310.26,0.4,0.37,2014-07-18,2359,N,VIIRS,n,2,289.78,0.63,N,0
41.0223,28.55634,315.81,0.41,0.37,2014-07-18,2359,N,VIIRS,n,2,291.19,1.61,N,2
41.03777,28.47062,342.45,0.41,0.37,2014-07-18,2359,N,VIIRS,n,2,290.85,4.55,N,0
41.03679,28.47211,315.78,0.41,0.37,2014-07-18,2359,N,VIIRS,n,2,289.36,2.59,N,0
41.01891,28.55553,312.89,0.41,0.37,2014-07-18,2359,N,VIIRS,n,2,290.36,1.2,N,2
41.03745,28.46722,328.72,0.41,0.37,2014-07-18,2359,N,VIIRS,n,2,290.7,2.59,N,0
40.98174,28.6883,304.72,0.4,0.44,2014-07-19,2341,N,VIIRS,n,2,289.29,0.65,N,0
41.02197,28.55435,315.71,0.4,0.45,2014-07-19,2341,N,VIIRS,n,2,289.87,1.29,N,2
41.02151,28.55913,306.44,0.4,0.45,2014-07-19,2341,N,VIIRS,n,2,289.35,1.29,N,2
40.984,28.69001,302.6,0.4,0.44,2014-07-19,2341,N,VIIRS,n,2,289.06,0.48,N,0
41.01896,28.55274,304.14,0.7,0.75,2014-07-20,0121,N,VIIRS,n,2,282.73,2.03,N,2
41.02135,28.55641,340.53,0.39,0.36,2014-07-20,1104,N,VIIRS,n,2,302.54,4.19,D,2
41.01901,28.55457,317.84,0.35,0.57,2014-07-20,2322,N,VIIRS,n,2,289.55,1.65,N,2
40.80182,29.37756,304.49,0.32,0.54,2014-07-20,2322,N,VIIRS,n,2,289.51,0.77,N,2
41.01903,28.55275,307.02,0.42,0.61,2014-07-21,0102,N,VIIRS,n,2,288.34,1.41,N,2
41.02251,28.55295,305.56,0.62,0.72,2014-07-21,2303,N,VIIRS,n,2,291.78,1.66,N,2
41.11588,28.98204,300.22,0.51,0.5,2014-07-22,0043,N,VIIRS,n,2,290.14,0.52,N,0
40.98241,28.69007,302,0.5,0.49,2014-07-22,0043,N,VIIRS,n,2,291.79,0.49,N,0
41.01977,28.55397,318.23,0.49,0.49,2014-07-22,0043,N,VIIRS,n,2,293.23,1.71,N,2
41.01945,28.55705,332.65,0.58,0.52,2014-07-22,1026,N,VIIRS,l,2,305.78,5.82,D,2
41.01909,28.55783,331.44,0.58,0.52,2014-07-22,1026,N,VIIRS,l,2,305.36,4.28,D,2
41.02021,28.55469,327.18,0.39,0.36,2014-07-24,0006,N,VIIRS,n,2,294.19,3.09,N,2
40.98205,28.69129,312.11,0.38,0.36,2014-07-24,0006,N,VIIRS,n,2,293.92,0.93,N,0
41.02024,28.55659,326.33,0.51,0.41,2014-07-24,2347,N,VIIRS,n,2,292.85,3.09,N,2
41.02121,28.55647,330.42,0.39,0.36,2014-07-25,1110,N,VIIRS,l,2,300.67,2.57,D,2
41.01914,28.55632,315.99,0.58,0.52,2014-07-25,2328,N,VIIRS,n,2,290.71,3.74,N,2
41.01864,28.55825,301.26,0.5,0.66,2014-07-26,0108,N,VIIRS,n,2,288.61,1.34,N,2
41.02048,28.55222,305.54,0.5,0.66,2014-07-26,0108,N,VIIRS,n,2,288.55,1.52,N,2
41.01979,28.55169,307.44,0.59,0.53,2014-07-27,0050,N,VIIRS,n,2,291.53,1.76,N,2
41.02037,28.55649,320.91,0.53,0.42,2014-07-28,0031,N,VIIRS,n,2,294.3,3.35,N,2
41.0195,28.55614,330.25,0.41,0.61,2014-07-28,1014,N,VIIRS,n,2,298.06,3.88,D,2
41.01852,28.55785,331.56,0.36,0.58,2014-07-28,1154,N,VIIRS,n,2,300.66,4.67,D,2
41.01815,28.55559,305.26,0.39,0.36,2014-07-29,0012,N,VIIRS,n,2,293.82,0.92,N,2
41.02144,28.55656,325.7,0.39,0.36,2014-07-29,0012,N,VIIRS,n,2,295.72,2.32,N,2
41.01978,28.5569,339.7,0.41,0.45,2014-07-29,1135,N,VIIRS,n,2,304.54,4.2,D,2
41.02097,28.55861,317.27,0.45,0.39,2014-07-29,2353,N,VIIRS,n,2,294.11,1.86,N,2
41.02163,28.55332,317.78,0.45,0.39,2014-07-29,2353,N,VIIRS,n,2,293.69,1.86,N,2
41.02161,28.55892,332.63,0.41,0.37,2014-07-30,1116,N,VIIRS,l,2,306.92,2.48,D,2
41.02096,28.55404,336.09,0.41,0.37,2014-07-30,1116,N,VIIRS,l,2,307.26,2.48,D,2
41.0202,28.55898,305.37,0.59,0.7,2014-07-31,0115,N,VIIRS,n,2,289.83,1.3,N,2
41.02249,28.55179,303.16,0.59,0.7,2014-07-31,0115,N,VIIRS,n,2,289.39,1.3,N,2
41.02007,28.55658,313.18,0.59,0.7,2014-07-31,0115,N,VIIRS,n,2,290.16,2.02,N,2
41.02224,28.55735,337.42,0.41,0.37,2014-07-31,1058,N,VIIRS,n,2,305.4,4.45,D,2
41.09259,28.74704,325.82,0.42,0.61,2014-07-31,2316,N,VIIRS,n,2,288.69,1.97,N,0
41.09394,28.74828,324.54,0.42,0.61,2014-07-31,2316,N,VIIRS,n,2,288.56,1.65,N,0
41.02013,28.55256,303.19,0.43,0.62,2014-07-31,2316,N,VIIRS,n,2,290.29,2.32,N,2
41.01993,28.5576,311.04,0.43,0.62,2014-07-31,2316,N,VIIRS,n,2,291.03,2.24,N,2
40.98166,28.69107,304.5,0.36,0.57,2014-08-01,0056,N,VIIRS,n,2,291.13,0.76,N,0
41.01854,28.55669,318.17,0.35,0.57,2014-08-01,0056,N,VIIRS,n,2,292.4,1.91,N,2
41.08123,28.79124,333.54,0.4,0.44,2014-08-01,1039,N,VIIRS,n,2,303.05,2.65,D,0
41.02062,28.55506,333.57,0.41,0.45,2014-08-01,1039,N,VIIRS,l,2,304.05,4.18,D,2
41.01897,28.55537,311.4,0.41,0.45,2014-08-02,0037,N,VIIRS,n,2,286.92,1.69,N,2
41.01964,28.55503,330.97,0.49,0.49,2014-08-03,1142,N,VIIRS,n,2,297.24,6.12,D,2
41.02286,28.55385,303.62,0.41,0.37,2014-08-04,0000,N,VIIRS,n,2,292.18,1.02,N,2
41.02219,28.55865,316.24,0.41,0.37,2014-08-04,0000,N,VIIRS,n,2,293.45,1.02,N,2
41.01947,28.55305,313.56,0.41,0.37,2014-08-04,0000,N,VIIRS,n,2,292.09,1.51,N,2
40.98321,28.6881,304.88,0.4,0.37,2014-08-04,0000,N,VIIRS,n,2,291.96,0.68,N,0
41.01941,28.55558,335.6,0.45,0.39,2014-08-04,1123,N,VIIRS,n,2,305.42,2.77,D,2
40.9812,28.6912,304.21,0.4,0.44,2014-08-04,2341,N,VIIRS,n,2,292.29,0.46,N,0
41.01907,28.55426,332.31,0.39,0.36,2014-08-05,1104,N,VIIRS,l,2,304.52,3.54,D,2
41.04362,28.72838,346.92,0.39,0.36,2014-08-05,1104,N,VIIRS,n,2,302.94,10.31,D,0
40.98341,28.69052,330.89,0.39,0.36,2014-08-05,1104,N,VIIRS,l,2,305.08,1.22,D,0
41.01902,28.55288,306.65,0.36,0.57,2014-08-05,2322,N,VIIRS,n,2,290.6,1.24,N,2
41.0188,28.55705,303.54,0.36,0.57,2014-08-05,2322,N,VIIRS,n,2,290.81,1.13,N,2
41.01894,28.55215,305.45,0.42,0.61,2014-08-06,0102,N,VIIRS,n,2,289.82,1.18,N,2
41.01752,28.55712,302.8,0.42,0.61,2014-08-06,0102,N,VIIRS,n,2,289.94,1,N,2
41.01984,28.55365,309.78,0.49,0.48,2014-08-07,0043,N,VIIRS,n,2,282.03,2.71,N,2
41.02175,28.55379,308.29,0.49,0.48,2014-08-07,0043,N,VIIRS,n,2,281.22,3.64,N,2
41.02115,28.55342,319.66,0.39,0.36,2014-08-09,0006,N,VIIRS,n,2,290.14,1.62,N,2
40.98079,28.68901,301.83,0.51,0.41,2014-08-09,2347,N,VIIRS,n,2,290.8,0.65,N,0
41.01872,28.55769,306.55,0.52,0.41,2014-08-09,2347,N,VIIRS,n,2,290.72,1.96,N,2
41.02255,28.5584,305.94,0.52,0.41,2014-08-09,2347,N,VIIRS,n,2,291.15,1.29,N,2
40.98236,28.68936,332.42,0.39,0.36,2014-08-10,1110,N,VIIRS,l,2,305.12,1,D,0
41.01987,28.55779,336.75,0.39,0.36,2014-08-10,1110,N,VIIRS,n,2,306.52,4.36,D,2
40.98248,28.68909,304.64,0.58,0.52,2014-08-10,2328,N,VIIRS,n,2,293.44,1.07,N,0
41.02073,28.55737,319.09,0.59,0.53,2014-08-10,2328,N,VIIRS,n,2,294.52,2.84,N,2
41.01991,28.55798,312.44,0.49,0.65,2014-08-11,0108,N,VIIRS,n,2,292.93,2.09,N,2
41.01918,28.55551,335.08,0.46,0.39,2014-08-11,1051,N,VIIRS,l,2,306.87,3.44,D,2
41.02142,28.55637,313.67,0.52,0.67,2014-08-11,2309,N,VIIRS,n,2,292.37,1.76,N,2
40.98042,28.689,303.34,0.51,0.66,2014-08-11,2309,N,VIIRS,n,2,291.72,0.7,N,0
40.98303,28.69063,302.77,0.51,0.66,2014-08-11,2309,N,VIIRS,n,2,292.09,0.59,N,0
41.02092,28.55272,311.32,0.58,0.52,2014-08-12,0050,N,VIIRS,n,2,292.95,3.29,N,2
40.98015,28.69311,304.11,0.59,0.53,2014-08-12,0050,N,VIIRS,n,2,292.53,1.08,N,0
41.02046,28.55606,336.87,0.49,0.48,2014-08-12,1032,N,VIIRS,n,2,306.5,4.68,D,2
40.98192,28.69034,312.24,0.53,0.42,2014-08-13,0031,N,VIIRS,n,2,295.05,1.61,N,0
41.01934,28.55172,304.46,0.52,0.42,2014-08-13,0031,N,VIIRS,n,2,293.81,0.96,N,2
41.02177,28.55933,308.62,0.52,0.42,2014-08-13,0031,N,VIIRS,n,2,294.92,1.37,N,2
41.0209,28.55468,331.3,0.42,0.61,2014-08-13,1014,N,VIIRS,l,2,301.86,3.03,D,2
41.01926,28.55766,332.1,0.36,0.57,2014-08-13,1154,N,VIIRS,l,2,306.26,3.66,D,2
41.02207,28.5555,328.65,0.39,0.36,2014-08-14,0012,N,VIIRS,n,2,297.72,2.47,N,2
40.98198,28.69229,318.84,0.39,0.36,2014-08-14,0012,N,VIIRS,n,2,295.78,1.44,N,0
41.01878,28.55454,311.61,0.39,0.36,2014-08-14,0012,N,VIIRS,n,2,295.06,1.22,N,2
41.09717,28.47779,333.57,0.41,0.45,2014-08-14,1135,N,VIIRS,l,2,306.85,2.45,D,0
40.98239,28.6885,312.14,0.45,0.39,2014-08-14,2353,N,VIIRS,n,2,295.79,1.16,N,0
41.02095,28.55435,323.97,0.45,0.39,2014-08-14,2353,N,VIIRS,n,2,296.89,3.61,N,2
41.0194,28.55746,336.92,0.41,0.37,2014-08-15,1116,N,VIIRS,l,2,310.18,4.06,D,2
40.94787,29.12024,336.14,0.42,0.38,2014-08-15,1116,N,VIIRS,l,2,307.71,1.62,D,0
41.02177,28.55677,320.07,0.49,0.48,2014-08-15,2335,N,VIIRS,n,2,296.35,2.86,N,2
40.98179,28.69155,306.32,0.48,0.48,2014-08-15,2335,N,VIIRS,n,2,295.7,0.88,N,0
41.01989,28.55718,337.75,0.41,0.37,2014-08-16,1058,N,VIIRS,n,2,308.45,2.88,D,2
41.02257,28.55314,317.02,0.43,0.62,2014-08-16,2316,N,VIIRS,n,2,294.97,2.1,N,2
41.02245,28.55747,309.05,0.43,0.62,2014-08-16,2316,N,VIIRS,n,2,294.12,1.09,N,2
40.80188,29.37472,306.11,0.39,0.59,2014-08-16,2316,N,VIIRS,n,2,295.98,1.06,N,0
41.02267,28.55237,310.21,0.43,0.62,2014-08-16,2316,N,VIIRS,n,2,294.43,1.8,N,2
41.01928,28.55621,320.67,0.35,0.57,2014-08-17,0056,N,VIIRS,n,2,294.83,2.28,N,2
41.02053,28.55441,332.27,0.41,0.45,2014-08-17,1039,N,VIIRS,n,2,300.72,3.03,D,2
41.01501,28.49803,330.1,0.35,0.57,2014-08-18,1020,N,VIIRS,n,2,294.51,4.11,D,0
41.01612,28.50218,356.25,0.35,0.57,2014-08-18,1020,N,VIIRS,n,2,294.05,7.56,D,0
40.98169,28.68858,309.25,0.41,0.37,2014-08-19,0019,N,VIIRS,n,2,290.03,1.05,N,0
41.02277,28.556,315.34,0.41,0.37,2014-08-19,0019,N,VIIRS,n,2,291.16,1.66,N,2
41.01939,28.55492,323.29,0.41,0.37,2014-08-19,0019,N,VIIRS,n,2,290.7,1.66,N,2
40.98366,28.69203,304.44,0.41,0.37,2014-08-19,0019,N,VIIRS,n,2,290.3,1.22,N,0
41.01913,28.55611,333.23,0.49,0.49,2014-08-19,1142,N,VIIRS,n,2,302.42,3.63,D,2
41.05277,28.65555,301.72,0.4,0.37,2014-08-20,0000,N,VIIRS,n,2,290.24,0.35,N,0
41.02149,28.55326,316.77,0.41,0.37,2014-08-20,0000,N,VIIRS,n,2,292.31,1.52,N,2
41.02083,28.55805,313.99,0.41,0.37,2014-08-20,0000,N,VIIRS,n,2,293.26,1.52,N,2
41.0521,28.65708,302,0.4,0.37,2014-08-20,0000,N,VIIRS,n,2,290.03,0.29,N,0
41.04939,28.65473,301.41,0.4,0.37,2014-08-20,0000,N,VIIRS,n,2,290.22,0.35,N,0
41.02238,28.55546,323.68,0.41,0.45,2014-08-20,2341,N,VIIRS,n,2,294.39,2.38,N,2
41.01824,28.55479,302.86,0.41,0.45,2014-08-20,2341,N,VIIRS,n,2,291.97,0.73,N,2
40.98393,28.69203,302.46,0.4,0.44,2014-08-20,2341,N,VIIRS,n,2,292.17,0.55,N,0
41.02206,28.55977,300.86,0.7,0.75,2014-08-21,0121,N,VIIRS,n,2,290.09,1.26,N,2
41.02294,28.55408,308.06,0.36,0.57,2014-08-21,2322,N,VIIRS,n,2,292.04,1.53,N,2
40.9833,28.68876,303.35,0.35,0.57,2014-08-21,2322,N,VIIRS,n,2,292.04,0.32,N,0
41.01829,28.55223,309.35,0.42,0.61,2014-08-22,0102,N,VIIRS,n,2,290.61,1.45,N,2
41.02027,28.55703,330.76,0.52,0.42,2014-08-22,1045,N,VIIRS,l,2,301.58,4.17,D,2
41.02301,28.55503,307.73,0.63,0.72,2014-08-22,2303,N,VIIRS,n,2,290.29,1.62,N,2
41.02161,28.55494,308.77,0.63,0.72,2014-08-22,2303,N,VIIRS,n,2,290.45,1.84,N,2
41.02021,28.55344,318.4,0.49,0.49,2014-08-23,0044,N,VIIRS,n,2,292.68,2.07,N,2
41.02194,28.55487,314.68,0.49,0.49,2014-08-23,0044,N,VIIRS,n,2,293.11,2.72,N,2
40.98008,28.69204,308.74,0.46,0.39,2014-08-24,0025,N,VIIRS,n,2,293.7,0.7,N,0
40.98114,28.68762,306.43,0.46,0.39,2014-08-24,0025,N,VIIRS,n,2,293.62,0.94,N,0
41.0183,28.55705,314.15,0.46,0.39,2014-08-24,0025,N,VIIRS,n,2,294.01,1.14,N,2
41.01936,28.55165,304.49,0.46,0.39,2014-08-24,0025,N,VIIRS,n,2,293.18,1.14,N,2
41.02182,28.55827,305.6,0.46,0.39,2014-08-24,0025,N,VIIRS,n,2,293.99,1.14,N,2
41.06191,28.35733,307,0.39,0.36,2014-08-25,0006,N,VIIRS,n,2,292.55,0.65,N,0
41.02322,28.55421,321.88,0.39,0.36,2014-08-25,0006,N,VIIRS,n,2,294.09,1.85,N,2
41.02253,28.55876,317.75,0.39,0.36,2014-08-25,0006,N,VIIRS,n,2,294.54,1.85,N,2
40.98515,28.69089,312.06,0.39,0.36,2014-08-25,0006,N,VIIRS,n,2,293.99,0.87,N,0
41.02842,28.6081,339.6,0.52,0.42,2014-08-25,1129,N,VIIRS,n,2,299.75,6.17,D,0
41.02264,28.55852,305.99,0.52,0.41,2014-08-25,2348,N,VIIRS,n,2,292.12,1.12,N,2
41.01949,28.55171,301.91,0.52,0.41,2014-08-25,2348,N,VIIRS,n,2,290.93,1.1,N,2
41.01882,28.5578,305.76,0.52,0.41,2014-08-25,2348,N,VIIRS,n,2,291.57,1.47,N,2
41.02097,28.55619,340.34,0.39,0.36,2014-08-26,1110,N,VIIRS,n,2,307.14,3.57,D,2
41.07609,28.44223,345.41,0.39,0.36,2014-08-26,1110,N,VIIRS,n,2,305.21,3.24,D,0
41.02029,28.55199,310.44,0.59,0.53,2014-08-26,2329,N,VIIRS,n,2,292.76,2.45,N,2
41.01984,28.55895,307.63,0.59,0.53,2014-08-26,2329,N,VIIRS,n,2,292.57,2.29,N,2
41.02312,28.55311,308.7,0.59,0.53,2014-08-26,2329,N,VIIRS,n,2,292.55,1.84,N,2
41.01822,28.55258,302.9,0.59,0.53,2014-08-26,2329,N,VIIRS,n,2,291.69,1.84,N,2
40.8038,29.37077,302.96,0.53,0.5,2014-08-26,2329,N,VIIRS,n,2,292.54,0.84,N,0
41.01891,28.55357,316.2,0.5,0.66,2014-08-27,0109,N,VIIRS,n,2,292.05,2.08,N,2
40.96384,28.65097,337.17,0.45,0.39,2014-08-27,1052,N,VIIRS,n,2,303.83,5.28,D,0
41.10899,28.7799,331.05,0.45,0.39,2014-08-27,1052,N,VIIRS,l,2,304.78,2.64,D,0
41.02169,28.55322,314.17,0.59,0.53,2014-08-28,0050,N,VIIRS,n,2,293.03,1.96,N,2
41.01959,28.55331,315.39,0.59,0.53,2014-08-28,0050,N,VIIRS,n,2,293.19,2.95,N,2
41.02064,28.55563,321.74,0.53,0.42,2014-08-29,0032,N,VIIRS,n,2,291.5,2.91,N,2
41.01933,28.5556,323.96,0.39,0.36,2014-08-30,0013,N,VIIRS,n,2,292.61,2.27,N,2
40.98327,28.68882,301.49,0.39,0.36,2014-08-30,0013,N,VIIRS,n,2,291.16,0.6,N,0
41.02261,28.55656,308.65,0.39,0.36,2014-08-30,0013,N,VIIRS,n,2,291.58,0.9,N,2
41.02222,28.55552,326.91,0.45,0.39,2014-08-30,2354,N,VIIRS,n,2,292.65,2.68,N,2
41.01865,28.55476,302.93,0.45,0.39,2014-08-30,2354,N,VIIRS,n,2,290.43,0.72,N,2
41.01894,28.5571,311.39,0.49,0.48,2014-08-31,2335,N,VIIRS,n,2,290.54,1.8,N,2
41.02343,28.55772,304.39,0.49,0.48,2014-08-31,2335,N,VIIRS,n,2,290.61,1.25,N,2
41.0216,28.55824,307.13,0.59,0.7,2014-09-01,0115,N,VIIRS,n,2,288.61,1.26,N,2
41.02234,28.55712,306.64,0.59,0.7,2014-09-01,0115,N,VIIRS,n,2,288.32,1.7,N,2
41.01638,28.55338,298.42,0.59,0.7,2014-09-01,0115,N,VIIRS,n,2,287.84,1.02,N,0
41.02187,28.55821,304.75,0.43,0.62,2014-09-01,2316,N,VIIRS,n,2,289.29,1.34,N,2
41.02208,28.55313,306.78,0.43,0.62,2014-09-01,2316,N,VIIRS,n,2,288.93,1.78,N,2
41.01862,28.55745,305.64,0.35,0.57,2014-09-02,0057,N,VIIRS,n,2,289.42,1.03,N,2
41.01976,28.55328,312.2,0.35,0.57,2014-09-02,0057,N,VIIRS,n,2,289.31,1.03,N,2
41.01887,28.55587,322.08,0.41,0.45,2014-09-03,0038,N,VIIRS,n,2,293.09,2.43,N,2
41.0211,28.55573,330.44,0.41,0.37,2014-09-05,0000,N,VIIRS,n,2,293.45,3.25,N,2
40.98156,28.68985,310.25,0.4,0.37,2014-09-05,0000,N,VIIRS,n,2,287.04,0.74,N,0
41.02185,28.55734,332.68,0.45,0.39,2014-09-05,1123,N,VIIRS,n,2,298,3.79,D,2
40.98359,28.69114,307.33,0.4,0.44,2014-09-05,2342,N,VIIRS,n,2,290.47,0.55,N,0
41.02193,28.55518,326.42,0.41,0.45,2014-09-05,2342,N,VIIRS,n,2,291.7,2.96,N,2
41.01675,28.55638,300.03,0.7,0.75,2014-09-06,0122,N,VIIRS,n,2,285.57,1.85,N,2
41.12528,28.5431,344.06,0.39,0.36,2014-09-06,1104,N,VIIRS,n,2,301.19,4.32,D,0
41.02198,28.55568,329.76,0.39,0.36,2014-09-06,1104,N,VIIRS,n,2,296.07,2.29,D,2
41.13186,28.54124,329.43,0.39,0.36,2014-09-06,1104,N,VIIRS,n,2,301.85,1.52,D,0
41.0197,28.55316,299.62,0.36,0.57,2014-09-06,2323,N,VIIRS,n,2,286.75,0.54,N,2
40.98185,28.6897,302.71,0.35,0.57,2014-09-06,2323,N,VIIRS,n,2,286.85,0.33,N,0
41.01948,28.55732,301.75,0.36,0.57,2014-09-06,2323,N,VIIRS,n,2,286.74,0.54,N,2
